Kingdom,Group,log_genome_count,Repeat_length,Spacer_length,Count
Bacteria,Actinobacteria,0.00679663699936338,32,34,75
Bacteria,Actinobacteria,0.00679663699936338,32,35,53
Bacteria,Actinobacteria,0.00679663699936338,32,36,18
Bacteria,Actinobacteria,0.00679663699936338,32,37,144
Bacteria,Actinobacteria,0.00679663699936338,32,38,4
Bacteria,Actinobacteria,0.00679663699936338,32,39,34
Bacteria,Actinobacteria,0.00679663699936338,32,40,540
Bacteria,Actinobacteria,0.00679663699936338,32,41,45
Bacteria,Actinobacteria,0.00679663699936338,32,42,70
Bacteria,Actinobacteria,0.00679663699936338,32,43,108
Bacteria,Actinobacteria,0.00679663699936338,32,44,103
Bacteria,Actinobacteria,0.00679663699936338,32,45,18
Bacteria,Actinobacteria,0.00679663699936338,32,46,115
Bacteria,Actinobacteria,0.00679663699936338,32,47,4
Bacteria,Actinobacteria,0.00679663699936338,32,48,1
Bacteria,Actinobacteria,0.00679663699936338,32,49,60
Bacteria,Actinobacteria,0.00679663699936338,33,19,8
Bacteria,Actinobacteria,0.00679663699936338,33,20,33
Bacteria,Actinobacteria,0.00679663699936338,33,21,10
Bacteria,Actinobacteria,0.00679663699936338,33,22,1
Bacteria,Actinobacteria,0.00679663699936338,33,24,16
Bacteria,Actinobacteria,0.00679663699936338,33,25,3
Bacteria,Actinobacteria,0.00679663699936338,33,26,1
Bacteria,Actinobacteria,0.00679663699936338,33,28,9
Bacteria,Actinobacteria,0.00679663699936338,33,29,3
Bacteria,Actinobacteria,0.00679663699936338,33,30,18
Bacteria,Actinobacteria,0.00679663699936338,33,31,12
Bacteria,Actinobacteria,0.00679663699936338,33,32,48
Bacteria,Actinobacteria,0.00679663699936338,33,33,547
Bacteria,Actinobacteria,0.00679663699936338,33,34,789
Bacteria,Actinobacteria,0.00679663699936338,33,35,452
Bacteria,Actinobacteria,0.00679663699936338,33,36,131
Bacteria,Actinobacteria,0.00679663699936338,33,37,30
Bacteria,Actinobacteria,0.00679663699936338,33,38,18
Bacteria,Actinobacteria,0.00679663699936338,33,39,54
Bacteria,Actinobacteria,0.00679663699936338,33,40,23
Bacteria,Actinobacteria,0.00679663699936338,33,41,24
Bacteria,Actinobacteria,0.00679663699936338,33,42,21
Bacteria,Actinobacteria,0.00679663699936338,33,43,18
Bacteria,Actinobacteria,0.00679663699936338,33,44,17
Bacteria,Actinobacteria,0.00679663699936338,33,45,8
Bacteria,Actinobacteria,0.00679663699936338,33,46,2
Bacteria,Actinobacteria,0.00679663699936338,33,48,8
Bacteria,Actinobacteria,0.00679663699936338,34,19,11
Bacteria,Actinobacteria,0.00679663699936338,34,20,5
Bacteria,Actinobacteria,0.00679663699936338,34,23,34
Bacteria,Actinobacteria,0.00679663699936338,34,25,4
Bacteria,Actinobacteria,0.00679663699936338,34,26,2
Bacteria,Actinobacteria,0.00679663699936338,34,27,12
Bacteria,Actinobacteria,0.00679663699936338,34,29,6
Bacteria,Actinobacteria,0.00679663699936338,34,30,20
Bacteria,Actinobacteria,0.00679663699936338,34,32,25
Bacteria,Actinobacteria,0.00679663699936338,34,33,3
Bacteria,Actinobacteria,0.00679663699936338,34,35,10
Bacteria,Actinobacteria,0.00679663699936338,34,36,18
Bacteria,Actinobacteria,0.00679663699936338,34,37,48
Bacteria,Actinobacteria,0.00679663699936338,34,38,60
Bacteria,Actinobacteria,0.00679663699936338,34,39,52
Bacteria,Actinobacteria,0.00679663699936338,34,40,49
Bacteria,Actinobacteria,0.00679663699936338,34,41,26
Bacteria,Actinobacteria,0.00679663699936338,34,42,34
Bacteria,Actinobacteria,0.00679663699936338,34,43,26
Bacteria,Actinobacteria,0.00679663699936338,34,44,6
Bacteria,Actinobacteria,0.00679663699936338,34,45,6
Bacteria,Actinobacteria,0.00679663699936338,34,46,3
Bacteria,Actinobacteria,0.00679663699936338,34,47,4
Bacteria,Actinobacteria,0.00679663699936338,35,19,31
Bacteria,Actinobacteria,0.00679663699936338,35,20,2
Bacteria,Actinobacteria,0.00679663699936338,35,21,4
Bacteria,Actinobacteria,0.00679663699936338,35,22,17
Bacteria,Actinobacteria,0.00679663699936338,35,23,4
Bacteria,Actinobacteria,0.00679663699936338,35,24,2
Bacteria,Actinobacteria,0.00679663699936338,35,25,1
Bacteria,Actinobacteria,0.00679663699936338,35,26,5
Bacteria,Actinobacteria,0.00679663699936338,35,27,2
Bacteria,Actinobacteria,0.00679663699936338,35,28,17
Bacteria,Actinobacteria,0.00679663699936338,35,29,2
Bacteria,Actinobacteria,0.00679663699936338,35,30,6
Bacteria,Actinobacteria,0.00679663699936338,35,31,16
Bacteria,Actinobacteria,0.00679663699936338,35,32,1
Bacteria,Actinobacteria,0.00679663699936338,35,33,3
Bacteria,Actinobacteria,0.00679663699936338,35,34,5
Bacteria,Actinobacteria,0.00679663699936338,35,35,25
Bacteria,Actinobacteria,0.00679663699936338,35,36,233
Bacteria,Actinobacteria,0.00679663699936338,35,37,239
Bacteria,Actinobacteria,0.00679663699936338,35,38,310
Bacteria,Actinobacteria,0.00679663699936338,35,39,356
